name,twitter,followers,followees,location,link,ratio
Peter Gjefle,@gjefle,275,783,"Drammen, Buskerud, Norway",https://twitter.com/gjefle,0.351213282247765
30 North Pty Ltd,@30North_Solar,275,1288,"Murarrie, Brisbane, Queensland",https://twitter.com/30North_Solar,0.21350931677018634
BZE Land Use,@BZELandUse,275,468,Australia,https://twitter.com/BZELandUse,0.5876068376068376
Natalie Ruma,@NatalyRuma,275,1996,,https://twitter.com/NatalyRuma,0.1377755511022044
Business Station Inc,@BizStationInc,275,507,Gosnells Western Australia,https://twitter.com/BizStationInc,0.5424063116370809
Michelle Grady,@MichelleAGrady,275,721,"Perth, Western Australia",https://twitter.com/MichelleAGrady,0.3814147018030513
Vibrantcy,@vibrantcy,275,1469,Albuquerque,https://twitter.com/vibrantcy,0.18720217835262082
Love Energy,@LoveEnergyAUS,274,644,Australia,https://twitter.com/LoveEnergyAUS,0.4254658385093168
Jess Abrahams,@Jess_Abrahams,274,205,Melbourne,https://twitter.com/Jess_Abrahams,1.3365853658536586
Cath Ferla,@Cath_Ferla,274,794,"Melbourne, Victoria",https://twitter.com/Cath_Ferla,0.345088161209068
Naomi Drysdale,@NaomiDrysdale,274,1007,"Perth, Australia",https://twitter.com/NaomiDrysdale,0.27209533267130087
Leo,@leobarak,274,1838,,https://twitter.com/leobarak,0.14907508161044614
WonderfulWorldMedia,@WWMNradio,274,525,Australia / Global,https://twitter.com/WWMNradio,0.5219047619047619
Emma Gibson ,@emmajaygibson,274,340,,https://twitter.com/emmajaygibson,0.8058823529411765
Jess Lyford,@JessLyford,274,723,Sydney,https://twitter.com/JessLyford,0.3789764868603043
Deb O'Callaghan,@OcallaghanDeb,274,428,Mildura,https://twitter.com/OcallaghanDeb,0.6401869158878505
mauth studios,@mauthstudios,274,591,California,https://twitter.com/mauthstudios,0.46362098138747887
Jonathan Bell,@Jonnypwbell,274,332,,https://twitter.com/Jonnypwbell,0.8253012048192772
MEG MCDONALD,@mcdonaldmeg,274,462,,https://twitter.com/mcdonaldmeg,0.5930735930735931
Menagerie Minders,@MenagerieMindrs,274,735,"Knox, Melbourne, Australia",https://twitter.com/MenagerieMindrs,0.3727891156462585
Michael Green,@BradmanRecruit,274,394,"Sydney, Australia",https://twitter.com/BradmanRecruit,0.6954314720812182
Phase Change RGEES,@PCM_tweets,274,412,"Arden, NC, USA.",https://twitter.com/PCM_tweets,0.6650485436893204
The Eco Beat,@TheEcoBeat,273,688,"Washington, DC",https://twitter.com/TheEcoBeat,0.39680232558139533
Marc hodges,@LiftHodgy23,273,1629,Australia,https://twitter.com/LiftHodgy23,0.16758747697974216
Sarah Durrant,@Sarah_DurrantAU,273,522,Southern Tasmania,https://twitter.com/Sarah_DurrantAU,0.5229885057471264
Lily M.,@ConstantineLady,273,729,,https://twitter.com/ConstantineLady,0.37448559670781895
Solaire Eggert,@NellsFriend,273,938,Sydney Australia,https://twitter.com/NellsFriend,0.291044776119403
Debora Guillem,@DeboraGuillem,273,1181,Milano,https://twitter.com/DeboraGuillem,0.23116003386960204
Lady Anna Christie,@greekmcchic,273,297,,https://twitter.com/greekmcchic,0.9191919191919192
Eco Green People,@ecogreenpeople,273,633,"Brisbane, Queensland",https://twitter.com/ecogreenpeople,0.4312796208530806
Marisa Burns,@marisa_ris,273,681,"Brisbane, Australia",https://twitter.com/marisa_ris,0.4008810572687225
IJC Commons Journal,@IJCCommons,273,793,,https://twitter.com/IJCCommons,0.3442622950819672
Wildlife crossings,@web_wcproject,273,522,worldwide,https://twitter.com/web_wcproject,0.5229885057471264
David Cook,@WordsmithAtWork,273,141,Footscray,https://twitter.com/WordsmithAtWork,1.9361702127659575
SocialClimateNZ,@SocialClimateNZ,273,908,"Auckland, New Zealand",https://twitter.com/SocialClimateNZ,0.30066079295154186
Matthew Weiss,@MatthewTWeiss,272,819,Melbourne - Asia & NYC,https://twitter.com/MatthewTWeiss,0.3321123321123321
Mariana Moraes,@MariBombom,272,626,Brasil,https://twitter.com/MariBombom,0.43450479233226835
NZ education,@newquayzooEd,272,1008,Newquay,https://twitter.com/newquayzooEd,0.2698412698412698
UnEarthed_TV,@UnEarthed_TV,272,432,LA + Global,https://twitter.com/UnEarthed_TV,0.6296296296296297
Werdna Yelsew,@hearyeehereyee,272,1166,Victoria,https://twitter.com/hearyeehereyee,0.2332761578044597
Joanna,@Design_CDN,272,1023,Vancouver,https://twitter.com/Design_CDN,0.26588465298142716
Eco Mutz,@EcoMutz,272,682,Australia,https://twitter.com/EcoMutz,0.39882697947214074
GC,@deejayeff99,272,1779,the land down under,https://twitter.com/deejayeff99,0.1528948847667229
Dameccles,@DeanneEccles,272,447,yarra valley,https://twitter.com/DeanneEccles,0.6085011185682326
Ruth Morgan,@ruthamorgan,272,1102,Melbourne,https://twitter.com/ruthamorgan,0.24682395644283123
Simon Birder Knott ,@ktter,272,305,Kidderminster,https://twitter.com/ktter,0.8918032786885246
Heliomar,@help4kids,272,1220,,https://twitter.com/help4kids,0.22295081967213115
Brendan Lambourne,@b_lambourne,272,1225,Southern Highlands NSW,https://twitter.com/b_lambourne,0.2220408163265306
winterdreamer,@winterdreamer,272,228,"kansas city, mo",https://twitter.com/winterdreamer,1.1929824561403508
Sashenka,@SashenkaLaksh,272,378,"Melbourne, Victoria",https://twitter.com/SashenkaLaksh,0.7195767195767195
Africa Reach,@Africa_Reach,272,699,Sydney|Johannesburg,https://twitter.com/Africa_Reach,0.38912732474964234
Damaso Cartaya,@Damaso_Cartaya,271,655,(),https://twitter.com/Damaso_Cartaya,0.41374045801526715
NickiH,@pingu4334,271,1738,NewCarSell Oz,https://twitter.com/pingu4334,0.15592635212888378
Naderr Shafik,@NaderrNaderr,271,837,,https://twitter.com/NaderrNaderr,0.3237753882915173
PreserveWesternport,@PWPBay,271,960,"Phillip Island, Australia",https://twitter.com/PWPBay,0.28229166666666666
francis ballard,@franswami,271,2001,hawaii,https://twitter.com/franswami,0.13543228385807096
Cloudy Bay Clams,@NZsurfclams,271,536,in the surf zone ,https://twitter.com/NZsurfclams,0.5055970149253731
Odyssey Institute,@OdysseyInst,271,718,"Bali, Indonesia",https://twitter.com/OdysseyInst,0.3774373259052925
Tom Healey,@tomrexhealey,271,227,Melbourne ,https://twitter.com/tomrexhealey,1.1938325991189427
Ms,@r0slynne,271,1204,,https://twitter.com/r0slynne,0.22508305647840532
Jenny McLaren,@JenMcLaren,271,713,"Melbourne, Australia",https://twitter.com/JenMcLaren,0.3800841514726508
Marilyn Hetreles,@marilynhetreles,271,1460,Sydney,https://twitter.com/marilynhetreles,0.18561643835616437
Janet Kay,@MYVA_AUS,271,416,"Victoria, Australia",https://twitter.com/MYVA_AUS,0.6514423076923077
Rob Sheehy,@robosheehy,271,933,"Perth , WA ",https://twitter.com/robosheehy,0.2904608788853162
Shakir Hussein,@amazingburman,271,1782,,https://twitter.com/amazingburman,0.1520763187429854
Mark Paterson,@patoatcurrie,270,223,Melbourne,https://twitter.com/patoatcurrie,1.210762331838565
Leticia Brown,@TishBWriting,270,384,Australia,https://twitter.com/TishBWriting,0.703125
Roderick Campbell,@R_o_d_C,270,405,,https://twitter.com/R_o_d_C,0.6666666666666666
Fishcare Victoria,@Fishcare_Vic,270,402,"Victoria, Australia",https://twitter.com/Fishcare_Vic,0.6716417910447762
Joseph Shuel,@Oleshuel,270,1998,Nanyuki,https://twitter.com/Oleshuel,0.13513513513513514
Jonathan Doig,@jondoig,270,600,Sydney,https://twitter.com/jondoig,0.45
Lisa Carnall,@CarnallLisa,270,623,,https://twitter.com/CarnallLisa,0.4333868378812199
Allison Harding,@Alli_Harding,270,1170,Melbourne,https://twitter.com/Alli_Harding,0.23076923076923078
Robin Grille,@robingrille,270,26,"Sydney, Australia",https://twitter.com/robingrille,10.384615384615385
thevitalfew,@RuTheVitalFew,270,361,,https://twitter.com/RuTheVitalFew,0.7479224376731302
Perri,@Perri_Campbell,270,1316,Australia,https://twitter.com/Perri_Campbell,0.20516717325227962
Earth Matters Radio,@EarthMradio,270,350,Australia ,https://twitter.com/EarthMradio,0.7714285714285715
stopt4,@stopt4,270,189,"Newcastle, Australia",https://twitter.com/stopt4,1.4285714285714286
mcdomatt,@mcdomatt,270,887,"Melbourne, Australia",https://twitter.com/mcdomatt,0.3043968432919955
donna blake,@donnalily40,270,824,Australia,https://twitter.com/donnalily40,0.3276699029126214
Western Life News,@WesternLifeNews,270,315,Western Queensland,https://twitter.com/WesternLifeNews,0.8571428571428571
NIBS,@NIBS_TradesHall,270,537,"Carlton, Vic",https://twitter.com/NIBS_TradesHall,0.5027932960893855
Hedley Grantham,@Hedley_Grantham,270,302,,https://twitter.com/Hedley_Grantham,0.8940397350993378
Moyra Shields,@MoyraShields,270,158,,https://twitter.com/MoyraShields,1.7088607594936709
Ross Peterson,@zippercaro,270,1248,,https://twitter.com/zippercaro,0.21634615384615385
Pamela Valemont,@poet47,270,708,North Tamborine Qld Australia ,https://twitter.com/poet47,0.3813559322033898
George Jo.Winter,@occultusaktiv,269,1131,petitions-worldwide,https://twitter.com/occultusaktiv,0.23784261715296198
The Dentist,@ozteethtweet,269,242,"Sydney, Australia",https://twitter.com/ozteethtweet,1.1115702479338843
Jez H,@jezRSH,269,791,"Melbourne, Australia",https://twitter.com/jezRSH,0.34007585335018964
Devil Ark,@devil_ark,269,98,Barrington Tops (NSW),https://twitter.com/devil_ark,2.7448979591836733
AndrewEnglisch,@AndrewEnglisch,269,258,Melbourne Australia,https://twitter.com/AndrewEnglisch,1.0426356589147288
Nick Balzer,@NickBalzer,269,1196,,https://twitter.com/NickBalzer,0.2249163879598662
Leonie Henricks,@loftyhenricks,269,799,,https://twitter.com/loftyhenricks,0.33667083854818525
Wayne S,@waynie_s,269,453,Internets,https://twitter.com/waynie_s,0.5938189845474614
Parks & Playgrounds,@parksmovement,269,197,"Newcastle, Australia",https://twitter.com/parksmovement,1.365482233502538
Renita Singh-Collins,@groovyren,269,1424,"Sydney, Australia",https://twitter.com/groovyren,0.18890449438202248
Sophie McNamara,@sophie_mcnamara,269,428,Sydney,https://twitter.com/sophie_mcnamara,0.6285046728971962
Danai Bella,@DanaiBella,269,1176,"USA, Hellas, The Netherlands",https://twitter.com/DanaiBella,0.22874149659863946
Orbitas,@OrbitasBR,269,689,"So Paulo, Brasil",https://twitter.com/OrbitasBR,0.3904208998548621
Alisha Mete,@alishamete,268,781,Sydney,https://twitter.com/alishamete,0.34314980793854033
Kate,@dontcallmekaty,268,745,Adelaide,https://twitter.com/dontcallmekaty,0.3597315436241611
Jimalie Coconuts,@Jimalie_Coconut,268,1219,Australia,https://twitter.com/Jimalie_Coconut,0.21985233798195242
Wayne Davis,@waynepdavis,268,1078,"Gosford, NSW Australia",https://twitter.com/waynepdavis,0.24860853432282004
Nadia Clancy,@NPClancy,268,577,,https://twitter.com/NPClancy,0.464471403812825
Roz,@myofoz,268,1275,,https://twitter.com/myofoz,0.21019607843137256
TEXTILE RECYCLE,@Texrecycle,268,641,Global,https://twitter.com/Texrecycle,0.41809672386895474
Erin Patel,@ezpatel,268,479,"Sydney, New South Wales",https://twitter.com/ezpatel,0.5594989561586639
enviroweek,@enviroweek,268,175,Australia,https://twitter.com/enviroweek,1.5314285714285714
Santiago Vela,@SantiagoVela,268,882,Melbourne,https://twitter.com/SantiagoVela,0.30385487528344673
dollo_dollo,@dollo_dollo,268,1195,,https://twitter.com/dollo_dollo,0.22426778242677825
kamal farouque,@kfarouque,268,459,,https://twitter.com/kfarouque,0.5838779956427015
Daniel Sullivan,@ddsSully,268,494,"Melbourne, Australia",https://twitter.com/ddsSully,0.5425101214574899
JAM BAG,@jam_bag_com,268,1985,In the heart of Manhattan,https://twitter.com/jam_bag_com,0.1350125944584383
Adam Sharah,@AdamSharah,268,448,,https://twitter.com/AdamSharah,0.5982142857142857
Les Cooper,@LesCooper50,268,285,The Asylum,https://twitter.com/LesCooper50,0.9403508771929825
Parks Forum,@ParksForum,268,316,"Melbourne, Australia",https://twitter.com/ParksForum,0.8481012658227848
Skyrail Foundation,@SkyrailResearch,267,646,"Cairns, Australia",https://twitter.com/SkyrailResearch,0.413312693498452
Alaitz ,@AlaitzBF,267,469,Europe,https://twitter.com/AlaitzBF,0.5692963752665245
Peter Breen,@PeterBreen101,267,901,,https://twitter.com/PeterBreen101,0.29633740288568255
caedwa,@caedwa,267,1581,"Melbourne, Australia",https://twitter.com/caedwa,0.16888045540796964
Andrew Freeman,@AndrewQCL,267,202,Brisbane,https://twitter.com/AndrewQCL,1.3217821782178218
Thea Nicholas,@TheaNicholas,267,378,Melbourne,https://twitter.com/TheaNicholas,0.7063492063492064
3mart.com.au,@3mart_com_au,267,1965,Brisbane,https://twitter.com/3mart_com_au,0.13587786259541984
Alli Schultz,@abs531,267,475,"Washington, DC",https://twitter.com/abs531,0.5621052631578948
Moira Cully,@mkcully,267,814,"Canberra, Australia",https://twitter.com/mkcully,0.32800982800982803
Peter Allan,@Allan4Northern,267,1244,Melbourne,https://twitter.com/Allan4Northern,0.21463022508038584
Evie Erstwhile,@girlseule,267,709,"Newcastle, NSW",https://twitter.com/girlseule,0.3765867418899859
SaveCityPlace,@SaveCityPlace,267,436,Cairns,https://twitter.com/SaveCityPlace,0.6123853211009175
manfromcoxsriver,@manfrmcoxsriver,267,1159,Sydney,https://twitter.com/manfrmcoxsriver,0.23037100949094047
Unni Klvstad,@UnniKl,267,197,"Canberra, Australia",https://twitter.com/UnniKl,1.3553299492385786
Mediaweb Limited,@MediawebNZ,267,883,Auckland,https://twitter.com/MediawebNZ,0.3023782559456399
Earthship Australia,@earthshipaus,267,640,Melbourne,https://twitter.com/earthshipaus,0.4171875
Jeanelle Hurst,@JeanelleH,266,894,Australia,https://twitter.com/JeanelleH,0.2975391498881432
Phil Freeman,@philfree7,266,244,"Sydney, Australia",https://twitter.com/philfree7,1.0901639344262295
Anton Wirth,@antonwirth1,266,1983,,https://twitter.com/antonwirth1,0.1341401916288452
DUGONG JoB,@thegranites,266,433,,https://twitter.com/thegranites,0.6143187066974596
ReduceLandfill,@ReduceLandfill,266,515,Australia,https://twitter.com/ReduceLandfill,0.516504854368932
Daryl Killin,@DarylKillin,266,1074,"Cairns, Queensland, Australia",https://twitter.com/DarylKillin,0.24767225325884543
Medianet Industry,@MNIndustry,266,1068,,https://twitter.com/MNIndustry,0.24906367041198502
yarramine,@yarramine,266,517,Australia,https://twitter.com/yarramine,0.5145067698259188
Elly Bird,@bird_elly,266,275,Lismore,https://twitter.com/bird_elly,0.9672727272727273
NomeWome,@Nomewome,266,859,Australia,https://twitter.com/Nomewome,0.309662398137369
Matthew Landolfo,@Bernsteinist,266,1880,"St Kilda East, VIC Australia",https://twitter.com/Bernsteinist,0.14148936170212767
abdirahman Ibrahim ,@abdialeel1,266,2003,,https://twitter.com/abdialeel1,0.1328007988017973
Get Living Australia,@getlivingaust,266,359,Gold Coast Australia,https://twitter.com/getlivingaust,0.7409470752089137
rachel nolan,@racheladelaide_,266,1838,Europe,https://twitter.com/racheladelaide_,0.14472252448313383
 WillB #Sustainable,@William_Bourke,266,339,"Just my thoughts, from AUS.",https://twitter.com/William_Bourke,0.7846607669616519
Jeremy Mah,@Jeremy_Mah,266,152,"Sydney, Australia",https://twitter.com/Jeremy_Mah,1.75
Pauline Thomson ,@thomsonkid,266,789,It's just a jump to the left ,https://twitter.com/thomsonkid,0.33713561470215464
Jenny Rollo,@DrJennyRollo,266,604,"Sydney, Australia",https://twitter.com/DrJennyRollo,0.44039735099337746
Sam Burgess,@OceanTerra,266,445,UK,https://twitter.com/OceanTerra,0.597752808988764
Mandalay,@ilovewaste,266,773,"Brisbane, Australia",https://twitter.com/ilovewaste,0.34411384217335056
corey wild,@coreywild1,266,247,California,https://twitter.com/coreywild1,1.0769230769230769
Matty Fleetz,@MattyFleetz,265,446,"Melbourne, Australia",https://twitter.com/MattyFleetz,0.594170403587444
Greg Crist,@TampaBayHC,265,684,Tampa Bay,https://twitter.com/TampaBayHC,0.38742690058479534
adele carles,@adelecarles,265,13,"Fremantle, Western Australia",https://twitter.com/adelecarles,20.384615384615383
Jess Thomson-Robbins,@robboloveswords,265,1092,,https://twitter.com/robboloveswords,0.24267399267399267
Michelle Muscat,@Shells233,265,699,Sydney,https://twitter.com/Shells233,0.3791130185979971
Eliska Jeffrey,@findingella,265,756,Sydney/Australia,https://twitter.com/findingella,0.3505291005291005
gogettajob.com.au,@gogettajob,265,1307,Australia,https://twitter.com/gogettajob,0.20275439938791126
Todae Solar,@TodaeSolar,265,25,,https://twitter.com/TodaeSolar,10.6
100% Ready,@100percentready,265,287,"NSW, Australia",https://twitter.com/100percentready,0.9233449477351916
platypusSPOT (cesar),@platypusSPOT,265,149,Melbourne,https://twitter.com/platypusSPOT,1.778523489932886
Sarah-Jane Sherwood,@sarsher,265,432,"Sydney, Australia",https://twitter.com/sarsher,0.6134259259259259
carlo dellora,@carlodellora,265,1975,Melbourne,https://twitter.com/carlodellora,0.1341772151898734
irepresentu_travel,@irepresentu_tra,265,1998,"Sydney, New South Wales",https://twitter.com/irepresentu_tra,0.13263263263263264
Susan Kaden,@susan_sculpture,265,405,,https://twitter.com/susan_sculpture,0.654320987654321
Scott,@Scotty2Moore,265,1490,,https://twitter.com/Scotty2Moore,0.17785234899328858
Roger Pilon,@theplanetfixer,265,1000,Costa Rica,https://twitter.com/theplanetfixer,0.265
Ange,@ange1405,265,1459,Marseille ,https://twitter.com/ange1405,0.181631254283756
EWHeroKatie,@EWHeroKatie,265,518,Solomon Islands,https://twitter.com/EWHeroKatie,0.5115830115830116
Vol Vid Comp,@volvidcomp,265,989,Australia,https://twitter.com/volvidcomp,0.2679474216380182
Steph,@stephanieefany,265,601,Canberra,https://twitter.com/stephanieefany,0.44093178036605657
Greatconnections,@G8connections,264,303,"Melbourne, Australia",https://twitter.com/G8connections,0.8712871287128713
Desain Mangrove,@KuslarKreatif,264,247,Semarang - INDONESIA,https://twitter.com/KuslarKreatif,1.0688259109311742
Anne Gigney,@msgiggers,264,538,"Hobart, Taswegiaville",https://twitter.com/msgiggers,0.49070631970260226
Jay Kay Elle,@ChestarM,264,1994,Australia,https://twitter.com/ChestarM,0.13239719157472418
Colette Robinson,@iColette,264,948,"Canberra, Australia",https://twitter.com/iColette,0.27848101265822783
Wayno Slatts,@Slattery385,264,626,,https://twitter.com/Slattery385,0.4217252396166134
Green Tracker,@greentracker01,264,1494,,https://twitter.com/greentracker01,0.17670682730923695
Macquaria Ambigua,@macquaria,264,498,"Melbourne,Australia",https://twitter.com/macquaria,0.5301204819277109
Hummingbird,@shehummingbird,264,254,,https://twitter.com/shehummingbird,1.0393700787401574
Chris Hajos,@twigz_ch,264,692,"Sydney, Australia",https://twitter.com/twigz_ch,0.3815028901734104
ESD Solution,@esdsolution,264,614,Australia,https://twitter.com/esdsolution,0.42996742671009774
Waterfind Pty Ltd,@Waterfind,264,547,,https://twitter.com/Waterfind,0.4826325411334552
Sullivan & Worcester,@SullivanEnviro,264,585,"Washington, D.C. and Tel Aviv",https://twitter.com/SullivanEnviro,0.4512820512820513
SKINC,@SKINCnursery,264,326,"Port Melbourne, Victoria",https://twitter.com/SKINCnursery,0.8098159509202454
jgramp,@jgramp,264,1005,,https://twitter.com/jgramp,0.2626865671641791
Repeal Obamacare Now,@RepealOcare,264,1974,,https://twitter.com/RepealOcare,0.1337386018237082
Dorte Ekelund,@EkelundDorte,264,346,"Canberra, Australia",https://twitter.com/EkelundDorte,0.7630057803468208
Fraser Dingo 4wdhire,@fraser_dingo,264,421,"Hervey Bay, Australia",https://twitter.com/fraser_dingo,0.6270783847980997
Amie Kanshlo,@watsonface_amie,264,422,Melbourne,https://twitter.com/watsonface_amie,0.6255924170616114
Explore Discover Act,@ExploreDiscAct,264,744,"Based in the Illawarra, NSW",https://twitter.com/ExploreDiscAct,0.3548387096774194
Nathan Brown,@nafebrown,264,540,"Sydney, Australia",https://twitter.com/nafebrown,0.4888888888888889
Penelope,@LopeyPen,263,641,"FUNswick, Victoria, Australia",https://twitter.com/LopeyPen,0.41029641185647425
HAYZI.COM HOSTING,@hayzicom,263,1691,Bangkok,https://twitter.com/hayzicom,0.15552927261975164
Chelsea Brunckhorst,@chelswrites,263,495,Australia,https://twitter.com/chelswrites,0.5313131313131313
Heath Benjamin Adams,@heath_adams,263,360,"Fremantle, Western Australia",https://twitter.com/heath_adams,0.7305555555555555
Emily Dunstan,@emdunstan,263,848,,https://twitter.com/emdunstan,0.31014150943396224
recyclepickup.com,@recyclepickup,263,935,,https://twitter.com/recyclepickup,0.2812834224598931
Car Pool,@MySpareSeat,263,349,Worldwide,https://twitter.com/MySpareSeat,0.7535816618911175
Spoerrle Foundation,@spoerrle_help,263,1835,,https://twitter.com/spoerrle_help,0.14332425068119892
The Wallgardener,@Wallgardener,263,407,Melbourne,https://twitter.com/Wallgardener,0.6461916461916462
sharon doucette,@DoucetteSharon,263,1971,,https://twitter.com/DoucetteSharon,0.13343480466768137
MoonrisePermaculture,@TamaraMSOP,263,869,Melbourne,https://twitter.com/TamaraMSOP,0.30264672036823936
Helen Hollins,@helen_hollins,263,545,,https://twitter.com/helen_hollins,0.48256880733944957
Miwa Tominaga,@miwatominaga,263,865,Australia,https://twitter.com/miwatominaga,0.3040462427745665
Camilla,@cl_osborn,263,701,Alice Springs,https://twitter.com/cl_osborn,0.3751783166904422
Richard Kelliher,@rdkell,263,1689,,https://twitter.com/rdkell,0.1557134399052694
Angela Bradburn,@AngelaJBradburn,263,255,"Sydney, Australia",https://twitter.com/AngelaJBradburn,1.031372549019608
motorcyclemessiah,@motorcyclemessi,263,1982,sydney,https://twitter.com/motorcyclemessi,0.13269424823410697
Erika Avellaneda,@_e_bomb,263,286,Australia,https://twitter.com/_e_bomb,0.9195804195804196
Harmony Home & Body,@HarmonyHomeBody,262,1046,Queensland Australia,https://twitter.com/HarmonyHomeBody,0.25047801147227533
UQ Dentistry ,@UQDentistry,262,844,,https://twitter.com/UQDentistry,0.3104265402843602
Bike n' Blend,@bikenblend,262,331,Melbourne,https://twitter.com/bikenblend,0.7915407854984894
The Kelly Gang,@MrsNedKelly,262,395,in the bush...,https://twitter.com/MrsNedKelly,0.6632911392405063
Tony Middleton,@wildcoastimages,262,320,"Bass coast,Gippsland.Victoria",https://twitter.com/wildcoastimages,0.81875
Joanna Vaughan,@Joannavaughan,262,1514,,https://twitter.com/Joannavaughan,0.17305151915455746
marksburgunder,@marksburgunder,262,175,Sunshine Coast Hinterland,https://twitter.com/marksburgunder,1.497142857142857
Spirit Safaris ,@SpiritSafaris,262,594,Australia,https://twitter.com/SpiritSafaris,0.44107744107744107
Kate Fantinel,@KateFantinel,262,1241,Adelaide,https://twitter.com/KateFantinel,0.21112006446414183
Sue Lennox,@Sue_Lennox,262,292,Bellingen NSW,https://twitter.com/Sue_Lennox,0.8972602739726028
CSG rescue NSW,@StopCSGTara,262,334,NSW,https://twitter.com/StopCSGTara,0.7844311377245509
Stacey Dixon,@Stacey_Dixon,262,964,"Brisbane, Australia",https://twitter.com/Stacey_Dixon,0.2717842323651452
PEN,@PENmelbourne,262,313,Melbourne,https://twitter.com/PENmelbourne,0.8370607028753994
Michael McNamara,@McNamaraMP,262,274,"Tweed Valley, NSW, Australia",https://twitter.com/McNamaraMP,0.9562043795620438
Carlie Labaria,@carlielabaria,262,479,Philippines,https://twitter.com/carlielabaria,0.5469728601252609
Lay-lah Wazir,@laylahwazir,261,440,,https://twitter.com/laylahwazir,0.5931818181818181
Luke Armstrong,@luke_melbourne,261,1990,"Melbourne, Australia",https://twitter.com/luke_melbourne,0.13115577889447236
GREEN-PARTYMEXICO,@greenmigrparty,261,1768,we wont starve in silence,https://twitter.com/greenmigrparty,0.14762443438914027
IUCN Ethics,@IUCNESG,261,1053,https://www.iucn.org/about/uni,https://twitter.com/IUCNESG,0.24786324786324787
Jayne Macfarlane,@jaynemacnz,261,641,"Lincoln, New Zealand",https://twitter.com/jaynemacnz,0.40717628705148207
Julia Jones,@JulesySJones,261,688,Tamworth NSW Australia,https://twitter.com/JulesySJones,0.3793604651162791
Ten Toes Yoga,@TenToesYoga,261,343,"Brisbane, Australia",https://twitter.com/TenToesYoga,0.760932944606414
NatureFreakBris,@VerdantLeafy,261,1000,,https://twitter.com/VerdantLeafy,0.261
Green Age Media ,@greenagenews,261,757,CanadaVernonBCBritishColumbia,https://twitter.com/greenagenews,0.34478203434610305
AusTechComp,@AustTechComp,261,356,,https://twitter.com/AustTechComp,0.7331460674157303
"F. Reinthaler, Esq.",@FrankReinthaler,261,946,Planet Water   ,https://twitter.com/FrankReinthaler,0.2758985200845666
Jake Ronaldson,@JakeR_88,261,1256,,https://twitter.com/JakeR_88,0.20780254777070065
nightfall camp,@NightfallCamp,261,956,"Lamington, Scenic Rim, Qld",https://twitter.com/NightfallCamp,0.2730125523012552
Sacred Elephant Play,@Sacred_Elephant,261,1969,,https://twitter.com/Sacred_Elephant,0.1325545962417471
Action Dann & Oakie,@ActionDannOakie,261,1202,outback australia,https://twitter.com/ActionDannOakie,0.21713810316139767
Sam,@sam_i_am_dada,261,263,Fitzroy,https://twitter.com/sam_i_am_dada,0.9923954372623575
Bright White Light,@rarecuse,261,1959,usa,https://twitter.com/rarecuse,0.1332312404287902
HHH,@HHHampers,261,784,tasmania,https://twitter.com/HHHampers,0.33290816326530615
Shenandoah Riverfest,@ShenRiverFest,260,1367,Berryville VA,https://twitter.com/ShenRiverFest,0.19019751280175567
Jessica Massi,@JessicaMassi_,260,801,Montefiore dell'Aso ,https://twitter.com/JessicaMassi_,0.32459425717852686
Milly Formby,@milly_formby,260,331,Melbourne,https://twitter.com/milly_formby,0.7854984894259819
Adam Murray,@_aMurray,260,1127,,https://twitter.com/_aMurray,0.23070097604259096
lothaire beaumont,@artemisebaumont,260,1373,california,https://twitter.com/artemisebaumont,0.18936635105608157
Margot Smith,@CrMargotSCS,260,277,,https://twitter.com/CrMargotSCS,0.9386281588447654
Natures Conspiracy,@natureconspires,260,569,Australia,https://twitter.com/natureconspires,0.45694200351493847
Deb Dawson,@CopperTopHoney,260,1443,"Yarra Valley, Australia",https://twitter.com/CopperTopHoney,0.18018018018018017
Loreto Rivera,@Lola1981,260,1244,,https://twitter.com/Lola1981,0.2090032154340836
BRENDAN,@beegeebow,260,796,Perth,https://twitter.com/beegeebow,0.32663316582914576
Gold Fixing Srl ,@goldfixingsrl,260,1931,Padova,https://twitter.com/goldfixingsrl,0.13464526152252718
Simon Dylan,@Simon_Dylan,260,630,"Brisbane, Australia",https://twitter.com/Simon_Dylan,0.4126984126984127
Kez,@Kinsella_,260,1277,Melbourne/Canberra/Ulladulla,https://twitter.com/Kinsella_,0.20360219263899765
Georgina Reid,@ReidandFriends,260,632,"Sydney, Australia",https://twitter.com/ReidandFriends,0.41139240506329117
Fair Food BNE,@FairFoodBNE,260,351,Brisbane,https://twitter.com/FairFoodBNE,0.7407407407407407
Junglekeeper,@tamanduajungle,260,563,"Puerto Maldonado, Peru",https://twitter.com/tamanduajungle,0.46181172291296624
Emma Keep,@EmmaKeep2,260,466,melbourne Aus,https://twitter.com/EmmaKeep2,0.5579399141630901
Steven Hall,@Agsearch,260,798,New South Wales,https://twitter.com/Agsearch,0.3258145363408521
WaveAids,@WaveAids,260,1087,"San Diego, CA",https://twitter.com/WaveAids,0.23919043238270468
Places You Love,@Places_You_Love,259,309,,https://twitter.com/Places_You_Love,0.8381877022653722
Redflow,@RedFlowLimited,259,116,"Brisbane, Australia",https://twitter.com/RedFlowLimited,2.2327586206896552
Green Wing UK,@Greenwinguk,259,873,"Bournemouth, Dorset",https://twitter.com/Greenwinguk,0.29667812142038946
Jennie Minifie,@up_possums,259,1000,Sydney,https://twitter.com/up_possums,0.259
